,DBN,School Name,Student Response Rate,Number of student respondents,Number of eligible students,Safety and respect score,Communication score,Engagement score,Academic expectation score
1461,31R045,P.S. 045 John Tyler,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1462,31R046,P.S. 046 Albert V. Maniscalco,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1463,31R047,CSI High School for International Studies,94.0,488.0,519.0,6.9,5.9,6.5,7.2
1464,31R048,P.S. 048 William C. Wilcox,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1465,31R049,I.S. 49 Berta A. Dreyfus,94.0,807.0,863.0,6.2,5.8,6.9,7.5
1466,31R050,P.S. 050 Frank Hankinson,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1467,31R051,I.S. 051 Edwin Markham,97.0,921.0,951.0,6.0,5.5,6.4,7.6
1468,31R052,P.S. 052 John C. Thompson,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1469,31R053,P.S. 053 Bay Terrace,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1470,31R054,P.S. 054 Charles W. Leng,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1471,31R055,P.S. 055 Henry M. Boehm,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1472,31R056,P.S. 56 The Louis Desario School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1473,31R057,P.S. 057 Hubert H. Humphrey,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1474,31R058,Space Shuttle Columbia School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1475,31R060,P.S. 060 Alice Austen,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1476,31R061,I.S. 061 William A Morris,92.0,1151.0,1247.0,6.0,6.5,7.0,8.0
1477,31R063,Marsh Avenue School for Expeditionary Learning,93.0,397.0,427.0,8.5,8.0,8.5,9.0
1478,31R064,Gaynor McCown Expeditionary Learning School,95.0,286.0,300.0,6.4,6.4,6.7,7.2
1479,31R065,P.S. 65 The Academy of Innovative Learning,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1480,31R069,P.S. 069 Daniel D. Tompkins,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1481,31R072,I.S. 072 Rocco Laurie,92.0,1454.0,1587.0,6.0,5.6,6.6,7.4
1482,31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1483,31R075,I.S. 075 Frank D. Paulo,97.0,1220.0,1258.0,6.9,5.7,7.1,7.6
1484,31R080,The Michael J. Petrides School,96.0,753.0,786.0,6.7,6.2,7.3,7.6
1485,31R440,New Dorp High School,90.0,2173.0,2408.0,6.1,5.7,6.4,6.9
1486,31R445,Port Richmond High School,74.0,1567.0,2119.0,5.2,5.1,5.7,6.6
1487,31R450,Curtis High School,77.0,1856.0,2424.0,6.0,5.8,6.6,7.2
1488,31R455,Tottenville High School,85.0,3165.0,3726.0,7.1,6.2,7.5,7.8
1489,31R460,Susan E. Wagner High School,92.0,2855.0,3088.0,6.7,6.2,7.1,7.5
1490,31R470,Concord High School,78.0,105.0,135.0,8.0,6.9,7.4,8.0
1491,31R600,Ralph R. McKee Career and Technical Education High,87.0,620.0,712.0,6.0,5.8,6.2,6.8
1492,31R605,Staten Island Technical High School,99.0,1003.0,1018.0,8.2,7.4,7.8,8.5
1493,31R607,Staten Island Yabc,92.0,87.0,95.0,7.5,6.2,7.2,7.2
1494,31R861,Staten Island School of Civic Leadership,99.0,259.0,262.0,7.6,6.7,7.5,8.4
1495,32K045,P.S. 045 Horace E. Greene,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1496,32K075,P.S. 075 Mayda Cortiella,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1497,32K086,P.S. 086 The Irvington,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1498,32K106,P.S. 106 Edward Everett Hale,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1499,32K116,P.S. 116 Elizabeth L Farrell,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1500,32K123,P.S. 123 Suydam,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1501,32K145,P.S. 145 Andrew Jackson,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1502,32K151,P.S. 151 Lyndon B. Johnson,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1503,32K162,J.H.S. 162 The Willoughby,81.0,490.0,603.0,6.1,5.7,6.2,7.1
1504,32K274,P.S. 274 Kosciusko,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1505,32K291,J.H.S. 291 Roland Hayes,91.0,587.0,645.0,5.8,5.8,6.4,7.3
1506,32K296,J.H.S. 296 The Halsey School,88.0,456.0,519.0,5.3,5.6,6.2,7.1
1507,32K299,P.S. 299 Thomas Warren Field,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1508,32K347,I.S. 347 School of Humanities,91.0,437.0,479.0,6.2,5.8,6.3,7.5
1509,32K349,"I.S. 349 Math, Science & Tech.",86.0,448.0,519.0,6.4,5.6,6.9,7.6
1510,32K376,P.S. 376,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1511,32K377,P.S. 377 Alejandrina B. De Gautier,95.0,264.0,277.0,4.8,5.3,5.4,6.7
1512,32K383,J.H.S. 383 Philippa Schuyler,96.0,825.0,858.0,5.7,5.6,6.1,7.3
1513,32K384,P.S. /I.S. 384 Frances E. Carter,98.0,187.0,190.0,7.6,6.9,7.8,8.4
